Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,070339,1996,02,29,,,
IDCJAC0010,070339,1996,03,01,,,
IDCJAC0010,070339,1996,03,02,,,
IDCJAC0010,070339,1996,03,03,,,
IDCJAC0010,070339,1996,03,04,,,
IDCJAC0010,070339,1996,03,05,,,
IDCJAC0010,070339,1996,03,06,,,
IDCJAC0010,070339,1996,03,07,,,
IDCJAC0010,070339,1996,03,08,,,
IDCJAC0010,070339,1996,03,09,,,
IDCJAC0010,070339,1996,03,10,,,
IDCJAC0010,070339,1996,03,11,,,
IDCJAC0010,070339,1996,03,12,,,
IDCJAC0010,070339,1996,03,13,,,
IDCJAC0010,070339,1996,03,14,,,
IDCJAC0010,070339,1996,03,15,,,
IDCJAC0010,070339,1996,03,16,,,
IDCJAC0010,070339,1996,03,17,,,
IDCJAC0010,070339,1996,03,18,,,
IDCJAC0010,070339,1996,03,19,,,
IDCJAC0010,070339,1996,03,20,,,
IDCJAC0010,070339,1996,03,21,,,
IDCJAC0010,070339,1996,03,22,,,
IDCJAC0010,070339,1996,03,23,,,
IDCJAC0010,070339,1996,03,24,,,
IDCJAC0010,070339,1996,03,25,,,
IDCJAC0010,070339,1996,03,26,,,
IDCJAC0010,070339,1996,03,27,,,
IDCJAC0010,070339,1996,03,28,,,
IDCJAC0010,070339,1996,03,29,,,
IDCJAC0010,070339,1996,03,30,,,
IDCJAC0010,070339,1996,03,31,,,
IDCJAC0010,070339,1996,04,01,,,
IDCJAC0010,070339,1996,04,02,,,
IDCJAC0010,070339,1996,04,03,,,
IDCJAC0010,070339,1996,04,04,,,
IDCJAC0010,070339,1996,04,05,,,
IDCJAC0010,070339,1996,04,06,,,
IDCJAC0010,070339,1996,04,07,,,
IDCJAC0010,070339,1996,04,08,,,
IDCJAC0010,070339,1996,04,09,,,
IDCJAC0010,070339,1996,04,10,,,
IDCJAC0010,070339,1996,04,11,,,
IDCJAC0010,070339,1996,04,12,,,
IDCJAC0010,070339,1996,04,13,,,
IDCJAC0010,070339,1996,04,14,,,
IDCJAC0010,070339,1996,04,15,,,
IDCJAC0010,070339,1996,04,16,,,
IDCJAC0010,070339,1996,04,17,,,
IDCJAC0010,070339,1996,04,18,,,
IDCJAC0010,070339,1996,04,19,,,
IDCJAC0010,070339,1996,04,20,,,
IDCJAC0010,070339,1996,04,21,,,
IDCJAC0010,070339,1996,04,22,,,
IDCJAC0010,070339,1996,04,23,,,
IDCJAC0010,070339,1996,04,24,,,
IDCJAC0010,070339,1996,04,25,,,
IDCJAC0010,070339,1996,04,26,,,
IDCJAC0010,070339,1996,04,27,,,
IDCJAC0010,070339,1996,04,28,,,
IDCJAC0010,070339,1996,04,29,,,
IDCJAC0010,070339,1996,04,30,,,
IDCJAC0010,070339,1996,05,01,,,
IDCJAC0010,070339,1996,05,02,,,
IDCJAC0010,070339,1996,05,03,,,
IDCJAC0010,070339,1996,05,04,,,
IDCJAC0010,070339,1996,05,05,,,
IDCJAC0010,070339,1996,05,06,,,
IDCJAC0010,070339,1996,05,07,,,
IDCJAC0010,070339,1996,05,08,,,
IDCJAC0010,070339,1996,05,09,,,
IDCJAC0010,070339,1996,05,10,,,
IDCJAC0010,070339,1996,05,11,,,
IDCJAC0010,070339,1996,05,12,,,
IDCJAC0010,070339,1996,05,13,,,
IDCJAC0010,070339,1996,05,14,,,
IDCJAC0010,070339,1996,05,15,,,
IDCJAC0010,070339,1996,05,16,,,
IDCJAC0010,070339,1996,05,17,,,
IDCJAC0010,070339,1996,05,18,,,
IDCJAC0010,070339,1996,05,19,,,
IDCJAC0010,070339,1996,05,20,,,
IDCJAC0010,070339,1996,05,21,,,
IDCJAC0010,070339,1996,05,22,,,
IDCJAC0010,070339,1996,05,23,17.5,1,N
IDCJAC0010,070339,1996,05,24,16.7,1,Y
IDCJAC0010,070339,1996,05,25,16.5,1,Y
IDCJAC0010,070339,1996,05,26,16.4,1,Y
IDCJAC0010,070339,1996,05,27,12.3,1,Y
IDCJAC0010,070339,1996,05,28,15.9,1,Y
IDCJAC0010,070339,1996,05,29,,,
IDCJAC0010,070339,1996,05,30,10.6,1,N
IDCJAC0010,070339,1996,05,31,14.1,1,Y
IDCJAC0010,070339,1996,06,01,17.8,1,Y
IDCJAC0010,070339,1996,06,02,18.7,1,Y
IDCJAC0010,070339,1996,06,03,17.5,1,Y
IDCJAC0010,070339,1996,06,04,18.1,1,Y
IDCJAC0010,070339,1996,06,05,13.0,1,Y
IDCJAC0010,070339,1996,06,06,8.0,1,Y
IDCJAC0010,070339,1996,06,07,13.5,1,Y
IDCJAC0010,070339,1996,06,08,8.6,1,Y
IDCJAC0010,070339,1996,06,09,12.1,1,Y
IDCJAC0010,070339,1996,06,10,13.0,1,Y
IDCJAC0010,070339,1996,06,11,11.8,1,Y
IDCJAC0010,070339,1996,06,12,13.1,1,Y
IDCJAC0010,070339,1996,06,13,13.3,1,Y
IDCJAC0010,070339,1996,06,14,11.2,1,Y
IDCJAC0010,070339,1996,06,15,13.5,1,Y
IDCJAC0010,070339,1996,06,16,11.5,1,Y
IDCJAC0010,070339,1996,06,17,13.4,1,Y
IDCJAC0010,070339,1996,06,18,14.6,1,Y
IDCJAC0010,070339,1996,06,19,13.8,1,Y
IDCJAC0010,070339,1996,06,20,16.1,1,Y
IDCJAC0010,070339,1996,06,21,15.1,1,Y
IDCJAC0010,070339,1996,06,22,14.8,1,Y
IDCJAC0010,070339,1996,06,23,12.2,1,Y
IDCJAC0010,070339,1996,06,24,15.8,1,Y
IDCJAC0010,070339,1996,06,25,12.6,1,Y
IDCJAC0010,070339,1996,06,26,10.3,1,Y
IDCJAC0010,070339,1996,06,27,12.5,1,Y
IDCJAC0010,070339,1996,06,28,9.1,1,Y
IDCJAC0010,070339,1996,06,29,8.6,1,Y
IDCJAC0010,070339,1996,06,30,13.3,1,Y
IDCJAC0010,070339,1996,07,01,10.0,1,Y
IDCJAC0010,070339,1996,07,02,12.6,1,Y
IDCJAC0010,070339,1996,07,03,13.3,1,Y
IDCJAC0010,070339,1996,07,04,13.7,1,Y
IDCJAC0010,070339,1996,07,05,9.7,1,Y
IDCJAC0010,070339,1996,07,06,12.3,1,Y
IDCJAC0010,070339,1996,07,07,12.6,1,Y
IDCJAC0010,070339,1996,07,08,11.6,1,Y
IDCJAC0010,070339,1996,07,09,11.2,1,Y
IDCJAC0010,070339,1996,07,10,6.4,1,Y
IDCJAC0010,070339,1996,07,11,8.1,1,Y
IDCJAC0010,070339,1996,07,12,8.5,1,Y
IDCJAC0010,070339,1996,07,13,8.7,1,Y
IDCJAC0010,070339,1996,07,14,10.1,1,Y
IDCJAC0010,070339,1996,07,15,11.7,1,Y
IDCJAC0010,070339,1996,07,16,11.0,1,Y
IDCJAC0010,070339,1996,07,17,7.0,1,Y
IDCJAC0010,070339,1996,07,18,13.8,1,Y
IDCJAC0010,070339,1996,07,19,12.6,1,Y
IDCJAC0010,070339,1996,07,20,9.8,1,Y
IDCJAC0010,070339,1996,07,21,11.2,1,Y
IDCJAC0010,070339,1996,07,22,13.0,1,Y
IDCJAC0010,070339,1996,07,23,12.9,1,Y
IDCJAC0010,070339,1996,07,24,13.7,1,Y
IDCJAC0010,070339,1996,07,25,13.2,1,Y
IDCJAC0010,070339,1996,07,26,8.4,1,Y
IDCJAC0010,070339,1996,07,27,12.1,1,Y
IDCJAC0010,070339,1996,07,28,11.4,1,Y
IDCJAC0010,070339,1996,07,29,13.7,1,Y
IDCJAC0010,070339,1996,07,30,14.7,1,Y
IDCJAC0010,070339,1996,07,31,12.9,1,Y
IDCJAC0010,070339,1996,08,01,8.7,1,Y
IDCJAC0010,070339,1996,08,02,13.2,1,Y
IDCJAC0010,070339,1996,08,03,14.5,1,Y
IDCJAC0010,070339,1996,08,04,11.9,1,Y
IDCJAC0010,070339,1996,08,05,11.9,1,Y
IDCJAC0010,070339,1996,08,06,13.4,1,Y
IDCJAC0010,070339,1996,08,07,10.0,1,Y
IDCJAC0010,070339,1996,08,08,,,
IDCJAC0010,070339,1996,08,09,,,
IDCJAC0010,070339,1996,08,10,,,
IDCJAC0010,070339,1996,08,11,,,
IDCJAC0010,070339,1996,08,12,15.8,1,N
IDCJAC0010,070339,1996,08,13,18.1,1,Y
IDCJAC0010,070339,1996,08,14,17.3,1,Y
IDCJAC0010,070339,1996,08,15,12.1,1,Y
IDCJAC0010,070339,1996,08,16,14.0,1,Y
IDCJAC0010,070339,1996,08,17,12.6,1,Y
IDCJAC0010,070339,1996,08,18,11.8,1,Y
IDCJAC0010,070339,1996,08,19,9.4,1,Y
IDCJAC0010,070339,1996,08,20,12.8,1,Y
IDCJAC0010,070339,1996,08,21,13.0,1,Y
IDCJAC0010,070339,1996,08,22,10.9,1,Y
IDCJAC0010,070339,1996,08,23,12.6,1,Y
IDCJAC0010,070339,1996,08,24,15.7,1,Y
IDCJAC0010,070339,1996,08,25,16.2,1,Y
IDCJAC0010,070339,1996,08,26,17.0,1,Y
IDCJAC0010,070339,1996,08,27,16.3,1,Y
IDCJAC0010,070339,1996,08,28,17.7,1,Y
IDCJAC0010,070339,1996,08,29,13.1,1,Y
IDCJAC0010,070339,1996,08,30,9.5,1,Y
IDCJAC0010,070339,1996,08,31,11.0,1,Y
IDCJAC0010,070339,1996,09,01,15.3,1,Y
IDCJAC0010,070339,1996,09,02,14.1,1,Y
IDCJAC0010,070339,1996,09,03,14.9,1,Y
IDCJAC0010,070339,1996,09,04,14.2,1,Y
IDCJAC0010,070339,1996,09,05,14.9,1,Y
IDCJAC0010,070339,1996,09,06,14.0,1,Y
IDCJAC0010,070339,1996,09,07,15.8,1,Y
IDCJAC0010,070339,1996,09,08,16.5,1,Y
IDCJAC0010,070339,1996,09,09,13.0,1,Y
IDCJAC0010,070339,1996,09,10,16.0,1,Y
IDCJAC0010,070339,1996,09,11,15.9,1,Y
IDCJAC0010,070339,1996,09,12,13.0,1,Y
IDCJAC0010,070339,1996,09,13,9.1,1,Y
IDCJAC0010,070339,1996,09,14,13.4,1,Y
IDCJAC0010,070339,1996,09,15,20.2,1,Y
IDCJAC0010,070339,1996,09,16,23.1,1,Y
IDCJAC0010,070339,1996,09,17,21.4,1,Y
IDCJAC0010,070339,1996,09,18,23.5,1,Y
IDCJAC0010,070339,1996,09,19,23.6,1,Y
IDCJAC0010,070339,1996,09,20,15.0,1,Y
IDCJAC0010,070339,1996,09,21,12.6,1,Y
IDCJAC0010,070339,1996,09,22,14.7,1,Y
IDCJAC0010,070339,1996,09,23,19.2,1,Y
IDCJAC0010,070339,1996,09,24,20.1,1,Y
IDCJAC0010,070339,1996,09,25,17.5,1,Y
IDCJAC0010,070339,1996,09,26,19.3,1,Y
IDCJAC0010,070339,1996,09,27,17.4,1,Y
IDCJAC0010,070339,1996,09,28,18.6,1,Y
IDCJAC0010,070339,1996,09,29,18.3,1,Y
IDCJAC0010,070339,1996,09,30,13.2,1,Y
IDCJAC0010,070339,1996,10,01,13.0,1,Y
IDCJAC0010,070339,1996,10,02,16.6,1,Y
IDCJAC0010,070339,1996,10,03,19.4,1,Y
IDCJAC0010,070339,1996,10,04,21.0,1,Y
IDCJAC0010,070339,1996,10,05,22.9,1,Y
IDCJAC0010,070339,1996,10,06,19.5,1,Y
IDCJAC0010,070339,1996,10,07,20.5,1,Y
IDCJAC0010,070339,1996,10,08,19.4,1,Y
IDCJAC0010,070339,1996,10,09,20.0,1,Y
IDCJAC0010,070339,1996,10,10,,,
IDCJAC0010,070339,1996,10,11,26.3,1,N
IDCJAC0010,070339,1996,10,12,18.0,1,Y
IDCJAC0010,070339,1996,10,13,21.2,1,Y
IDCJAC0010,070339,1996,10,14,22.1,1,Y
IDCJAC0010,070339,1996,10,15,23.6,1,Y
IDCJAC0010,070339,1996,10,16,22.6,1,Y
IDCJAC0010,070339,1996,10,17,19.4,1,Y
IDCJAC0010,070339,1996,10,18,22.1,1,Y
IDCJAC0010,070339,1996,10,19,20.1,1,Y
IDCJAC0010,070339,1996,10,20,15.1,1,Y
IDCJAC0010,070339,1996,10,21,18.2,1,Y
IDCJAC0010,070339,1996,10,22,20.7,1,Y
IDCJAC0010,070339,1996,10,23,22.1,1,Y
IDCJAC0010,070339,1996,10,24,25.4,1,Y
IDCJAC0010,070339,1996,10,25,,,
IDCJAC0010,070339,1996,10,26,,,
IDCJAC0010,070339,1996,10,27,,,
IDCJAC0010,070339,1996,10,28,23.5,1,N
IDCJAC0010,070339,1996,10,29,22.7,1,Y
IDCJAC0010,070339,1996,10,30,20.8,1,Y
IDCJAC0010,070339,1996,10,31,20.0,1,Y
IDCJAC0010,070339,1996,11,01,19.5,1,Y
IDCJAC0010,070339,1996,11,02,22.5,1,Y
IDCJAC0010,070339,1996,11,03,24.5,1,Y
IDCJAC0010,070339,1996,11,04,14.8,1,Y
IDCJAC0010,070339,1996,11,05,14.7,1,Y
IDCJAC0010,070339,1996,11,06,18.3,1,Y
IDCJAC0010,070339,1996,11,07,15.2,1,Y
IDCJAC0010,070339,1996,11,08,21.6,1,Y
IDCJAC0010,070339,1996,11,09,23.9,1,Y
IDCJAC0010,070339,1996,11,10,15.8,1,Y
IDCJAC0010,070339,1996,11,11,18.3,1,Y
IDCJAC0010,070339,1996,11,12,19.8,1,Y
IDCJAC0010,070339,1996,11,13,29.7,1,Y
IDCJAC0010,070339,1996,11,14,27.1,1,Y
IDCJAC0010,070339,1996,11,15,22.9,1,Y
IDCJAC0010,070339,1996,11,16,25.6,1,Y
IDCJAC0010,070339,1996,11,17,,,
IDCJAC0010,070339,1996,11,18,17.5,1,N
IDCJAC0010,070339,1996,11,19,,,
IDCJAC0010,070339,1996,11,20,21.8,1,N
IDCJAC0010,070339,1996,11,21,18.8,1,Y
IDCJAC0010,070339,1996,11,22,12.5,1,Y
IDCJAC0010,070339,1996,11,23,,,
IDCJAC0010,070339,1996,11,24,,,
IDCJAC0010,070339,1996,11,25,25.5,1,N
IDCJAC0010,070339,1996,11,26,27.7,1,Y
IDCJAC0010,070339,1996,11,27,25.9,1,Y
IDCJAC0010,070339,1996,11,28,,,
IDCJAC0010,070339,1996,11,29,24.6,1,N
IDCJAC0010,070339,1996,11,30,19.8,1,Y
IDCJAC0010,070339,1996,12,01,22.5,1,Y
IDCJAC0010,070339,1996,12,02,26.8,1,Y
IDCJAC0010,070339,1996,12,03,26.3,1,Y
IDCJAC0010,070339,1996,12,04,27.2,1,Y
IDCJAC0010,070339,1996,12,05,28.1,1,Y
IDCJAC0010,070339,1996,12,06,26.0,1,Y
IDCJAC0010,070339,1996,12,07,23.4,1,Y
IDCJAC0010,070339,1996,12,08,21.9,1,Y
IDCJAC0010,070339,1996,12,09,22.3,1,Y
IDCJAC0010,070339,1996,12,10,24.5,1,Y
IDCJAC0010,070339,1996,12,11,25.9,1,Y
IDCJAC0010,070339,1996,12,12,22.5,1,Y
IDCJAC0010,070339,1996,12,13,21.4,1,Y
IDCJAC0010,070339,1996,12,14,26.4,1,Y
IDCJAC0010,070339,1996,12,15,28.1,1,Y
IDCJAC0010,070339,1996,12,16,30.8,1,Y
IDCJAC0010,070339,1996,12,17,23.0,1,Y
IDCJAC0010,070339,1996,12,18,25.7,1,Y
IDCJAC0010,070339,1996,12,19,23.7,1,Y
IDCJAC0010,070339,1996,12,20,25.9,1,Y
IDCJAC0010,070339,1996,12,21,30.1,1,Y
IDCJAC0010,070339,1996,12,22,31.9,1,Y
IDCJAC0010,070339,1996,12,23,33.4,1,Y
IDCJAC0010,070339,1996,12,24,34.3,1,Y
IDCJAC0010,070339,1996,12,25,33.3,1,Y
IDCJAC0010,070339,1996,12,26,25.2,1,Y
IDCJAC0010,070339,1996,12,27,,,
IDCJAC0010,070339,1996,12,28,22.2,1,N
IDCJAC0010,070339,1996,12,29,27.2,1,Y
IDCJAC0010,070339,1996,12,30,21.7,1,Y
IDCJAC0010,070339,1996,12,31,22.2,1,Y
IDCJAC0010,070339,1997,01,01,,,
IDCJAC0010,070339,1997,01,02,23.8,1,N
IDCJAC0010,070339,1997,01,03,28.2,1,Y
IDCJAC0010,070339,1997,01,04,29.8,1,Y
IDCJAC0010,070339,1997,01,05,32.2,1,Y
IDCJAC0010,070339,1997,01,06,30.6,1,Y
IDCJAC0010,070339,1997,01,07,22.9,1,Y
IDCJAC0010,070339,1997,01,08,23.6,1,Y
IDCJAC0010,070339,1997,01,09,27.1,1,Y
IDCJAC0010,070339,1997,01,10,24.5,1,Y
IDCJAC0010,070339,1997,01,11,,,
IDCJAC0010,070339,1997,01,12,21.1,1,N
IDCJAC0010,070339,1997,01,13,24.5,1,Y
IDCJAC0010,070339,1997,01,14,27.9,1,Y
IDCJAC0010,070339,1997,01,15,22.8,1,Y
IDCJAC0010,070339,1997,01,16,29.8,1,Y
IDCJAC0010,070339,1997,01,17,26.6,1,Y
IDCJAC0010,070339,1997,01,18,25.5,1,Y
IDCJAC0010,070339,1997,01,19,30.7,1,Y
IDCJAC0010,070339,1997,01,20,34.5,1,Y
IDCJAC0010,070339,1997,01,21,34.1,1,Y
IDCJAC0010,070339,1997,01,22,34.7,1,Y
IDCJAC0010,070339,1997,01,23,32.6,1,Y
IDCJAC0010,070339,1997,01,24,24.5,1,Y
IDCJAC0010,070339,1997,01,25,20.8,1,Y
IDCJAC0010,070339,1997,01,26,23.7,1,Y
IDCJAC0010,070339,1997,01,27,28.1,1,Y
IDCJAC0010,070339,1997,01,28,25.8,1,Y
IDCJAC0010,070339,1997,01,29,23.0,1,Y
IDCJAC0010,070339,1997,01,30,23.5,1,Y
IDCJAC0010,070339,1997,01,31,31.1,1,Y
IDCJAC0010,070339,1997,02,01,33.7,1,Y
IDCJAC0010,070339,1997,02,02,27.0,1,Y
IDCJAC0010,070339,1997,02,03,26.5,1,Y
IDCJAC0010,070339,1997,02,04,29.3,1,Y
IDCJAC0010,070339,1997,02,05,33.7,1,Y
IDCJAC0010,070339,1997,02,06,36.1,1,Y
IDCJAC0010,070339,1997,02,07,34.9,1,Y
IDCJAC0010,070339,1997,02,08,35.6,1,Y
IDCJAC0010,070339,1997,02,09,30.0,1,Y
IDCJAC0010,070339,1997,02,10,30.6,1,Y
IDCJAC0010,070339,1997,02,11,20.6,1,Y
IDCJAC0010,070339,1997,02,12,17.9,1,Y
IDCJAC0010,070339,1997,02,13,25.1,1,Y
IDCJAC0010,070339,1997,02,14,27.7,1,Y
IDCJAC0010,070339,1997,02,15,32.2,1,Y
IDCJAC0010,070339,1997,02,16,32.3,1,Y
IDCJAC0010,070339,1997,02,17,30.4,1,Y
IDCJAC0010,070339,1997,02,18,33.5,1,Y
IDCJAC0010,070339,1997,02,19,33.6,1,Y
IDCJAC0010,070339,1997,02,20,34.4,1,Y
IDCJAC0010,070339,1997,02,21,28.1,1,Y
IDCJAC0010,070339,1997,02,22,36.2,1,Y
IDCJAC0010,070339,1997,02,23,36.7,1,Y
IDCJAC0010,070339,1997,02,24,32.9,1,Y
IDCJAC0010,070339,1997,02,25,28.5,1,Y
IDCJAC0010,070339,1997,02,26,29.1,1,Y
IDCJAC0010,070339,1997,02,27,25.3,1,Y
IDCJAC0010,070339,1997,02,28,28.9,1,Y
IDCJAC0010,070339,1997,03,01,32.1,1,Y
IDCJAC0010,070339,1997,03,02,19.2,1,Y
IDCJAC0010,070339,1997,03,03,25.8,1,Y
IDCJAC0010,070339,1997,03,04,28.8,1,Y
IDCJAC0010,070339,1997,03,05,21.6,1,Y
IDCJAC0010,070339,1997,03,06,21.4,1,Y
IDCJAC0010,070339,1997,03,07,21.8,1,Y
IDCJAC0010,070339,1997,03,08,29.0,1,Y
IDCJAC0010,070339,1997,03,09,19.3,1,Y
IDCJAC0010,070339,1997,03,10,25.6,1,Y
IDCJAC0010,070339,1997,03,11,26.3,1,Y
IDCJAC0010,070339,1997,03,12,27.8,1,Y
IDCJAC0010,070339,1997,03,13,23.5,1,Y
IDCJAC0010,070339,1997,03,14,25.2,1,Y
IDCJAC0010,070339,1997,03,15,26.7,1,Y
IDCJAC0010,070339,1997,03,16,25.2,1,Y
IDCJAC0010,070339,1997,03,17,25.7,1,Y
IDCJAC0010,070339,1997,03,18,27.5,1,Y
IDCJAC0010,070339,1997,03,19,30.9,1,Y
IDCJAC0010,070339,1997,03,20,23.7,1,Y
IDCJAC0010,070339,1997,03,21,23.4,1,Y
IDCJAC0010,070339,1997,03,22,23.3,1,Y
IDCJAC0010,070339,1997,03,23,23.9,1,Y
IDCJAC0010,070339,1997,03,24,23.3,1,Y
IDCJAC0010,070339,1997,03,25,24.0,1,Y
IDCJAC0010,070339,1997,03,26,26.0,1,Y
IDCJAC0010,070339,1997,03,27,28.7,1,Y
IDCJAC0010,070339,1997,03,28,23.3,1,Y
IDCJAC0010,070339,1997,03,29,22.7,1,Y
IDCJAC0010,070339,1997,03,30,24.2,1,Y
IDCJAC0010,070339,1997,03,31,19.9,1,Y
IDCJAC0010,070339,1997,04,01,21.9,1,Y
IDCJAC0010,070339,1997,04,02,23.1,1,Y
IDCJAC0010,070339,1997,04,03,22.7,1,Y
IDCJAC0010,070339,1997,04,04,24.5,1,Y
IDCJAC0010,070339,1997,04,05,25.1,1,Y
IDCJAC0010,070339,1997,04,06,25.1,1,Y
IDCJAC0010,070339,1997,04,07,14.5,1,Y
IDCJAC0010,070339,1997,04,08,18.6,1,Y
IDCJAC0010,070339,1997,04,09,22.1,1,Y
IDCJAC0010,070339,1997,04,10,22.3,1,Y
IDCJAC0010,070339,1997,04,11,22.8,1,Y
IDCJAC0010,070339,1997,04,12,24.1,1,Y
IDCJAC0010,070339,1997,04,13,25.7,1,Y
IDCJAC0010,070339,1997,04,14,27.0,1,Y
IDCJAC0010,070339,1997,04,15,21.1,1,Y
IDCJAC0010,070339,1997,04,16,23.2,1,Y
IDCJAC0010,070339,1997,04,17,,,
IDCJAC0010,070339,1997,04,18,25.3,1,N
IDCJAC0010,070339,1997,04,19,21.7,1,Y
IDCJAC0010,070339,1997,04,20,20.3,1,Y
IDCJAC0010,070339,1997,04,21,23.2,1,Y
IDCJAC0010,070339,1997,04,22,24.5,1,Y
IDCJAC0010,070339,1997,04,23,26.5,1,Y
IDCJAC0010,070339,1997,04,24,26.0,1,Y
IDCJAC0010,070339,1997,04,25,19.2,1,Y
IDCJAC0010,070339,1997,04,26,22.3,1,Y
IDCJAC0010,070339,1997,04,27,22.9,1,Y
IDCJAC0010,070339,1997,04,28,24.2,1,Y
IDCJAC0010,070339,1997,04,29,23.3,1,Y
IDCJAC0010,070339,1997,04,30,24.5,1,Y
IDCJAC0010,070339,1997,05,01,,,
IDCJAC0010,070339,1997,05,02,23.1,1,N
IDCJAC0010,070339,1997,05,03,23.0,1,Y
IDCJAC0010,070339,1997,05,04,23.6,1,Y
IDCJAC0010,070339,1997,05,05,22.5,1,Y
IDCJAC0010,070339,1997,05,06,22.4,1,Y
IDCJAC0010,070339,1997,05,07,16.5,1,Y
IDCJAC0010,070339,1997,05,08,14.6,1,Y
IDCJAC0010,070339,1997,05,09,12.8,1,Y
IDCJAC0010,070339,1997,05,10,13.8,1,Y
IDCJAC0010,070339,1997,05,11,,,
IDCJAC0010,070339,1997,05,12,16.1,1,N
IDCJAC0010,070339,1997,05,13,17.5,1,Y
IDCJAC0010,070339,1997,05,14,17.3,1,Y
IDCJAC0010,070339,1997,05,15,18.1,1,Y
IDCJAC0010,070339,1997,05,16,15.2,1,Y
IDCJAC0010,070339,1997,05,17,14.1,1,Y
IDCJAC0010,070339,1997,05,18,13.7,1,Y
IDCJAC0010,070339,1997,05,19,15.6,1,Y
IDCJAC0010,070339,1997,05,20,16.1,1,Y
IDCJAC0010,070339,1997,05,21,14.9,1,Y
IDCJAC0010,070339,1997,05,22,16.3,1,Y
IDCJAC0010,070339,1997,05,23,15.1,1,Y
IDCJAC0010,070339,1997,05,24,15.7,1,Y
IDCJAC0010,070339,1997,05,25,16.7,1,Y
IDCJAC0010,070339,1997,05,26,15.0,1,Y
IDCJAC0010,070339,1997,05,27,17.8,1,Y
IDCJAC0010,070339,1997,05,28,16.1,1,Y
IDCJAC0010,070339,1997,05,29,16.3,1,Y
IDCJAC0010,070339,1997,05,30,13.0,1,Y
IDCJAC0010,070339,1997,05,31,12.0,1,Y
IDCJAC0010,070339,1997,06,01,12.7,1,Y
IDCJAC0010,070339,1997,06,02,14.5,1,Y
IDCJAC0010,070339,1997,06,03,13.6,1,Y
IDCJAC0010,070339,1997,06,04,15.9,1,Y
IDCJAC0010,070339,1997,06,05,18.5,1,Y
IDCJAC0010,070339,1997,06,06,12.9,1,Y
IDCJAC0010,070339,1997,06,07,14.3,1,Y
IDCJAC0010,070339,1997,06,08,13.8,1,Y
IDCJAC0010,070339,1997,06,09,13.2,1,Y
IDCJAC0010,070339,1997,06,10,13.1,1,Y
IDCJAC0010,070339,1997,06,11,10.8,1,Y
IDCJAC0010,070339,1997,06,12,11.1,1,Y
IDCJAC0010,070339,1997,06,13,9.8,1,Y
IDCJAC0010,070339,1997,06,14,11.8,1,Y
