Station,Year,Month,Day,MaxTemp (C),Quality
70339,1996,1,1,,
70339,1996,1,2,,
70339,1996,1,3,,
70339,1996,1,4,,
70339,1996,1,5,,
70339,1996,1,6,,
70339,1996,1,7,,
70339,1996,1,8,,
70339,1996,1,9,,
70339,1996,1,10,,
70339,1996,1,11,,
70339,1996,1,12,,
70339,1996,1,13,,
70339,1996,1,14,,
70339,1996,1,15,,
70339,1996,1,16,,
70339,1996,1,17,,
70339,1996,1,18,,
70339,1996,1,19,,
70339,1996,1,20,,
70339,1996,1,21,,
70339,1996,1,22,,
70339,1996,1,23,,
70339,1996,1,24,,
70339,1996,1,25,,
70339,1996,1,26,,
70339,1996,1,27,,
70339,1996,1,28,,
70339,1996,1,29,,
70339,1996,1,30,,
70339,1996,1,31,,
