Station,Year,Month,Day,MaxTemp (C),Quality
70339,2001,9,9,17.8,Y
70339,2001,9,10,18.1,Y
70339,2001,9,11,18.4,Y
70339,2001,9,12,12.7,Y
70339,2001,9,13,18.4,Y
70339,2001,9,14,17.1,Y
70339,2001,9,15,19.6,Y
70339,2001,9,16,21.1,Y
70339,2001,9,17,20.6,Y
70339,2001,9,18,22,Y
70339,2001,9,19,23.7,Y
70339,2001,9,20,22.7,Y
70339,2001,9,21,21.7,Y
70339,2001,9,22,23.9,Y
70339,2001,9,23,21.9,Y
70339,2001,9,24,23.6,Y
70339,2001,9,25,18.5,Y
70339,2001,9,26,15.6,Y
70339,2001,9,27,17.8,Y
70339,2001,9,28,20.1,Y
70339,2001,9,29,22.7,Y
70339,2001,9,30,25.2,Y
70339,2001,10,1,20.8,Y
70339,2001,10,2,22.6,Y
70339,2001,10,3,17.6,Y
70339,2001,10,4,16.7,Y
70339,2001,10,5,18.4,Y
70339,2001,10,6,20.4,Y
70339,2001,10,7,12.5,Y
70339,2001,10,8,16.6,Y
70339,2001,10,9,18.1,Y
70339,2001,10,10,20.6,Y
70339,2001,10,11,14.7,Y
70339,2001,10,12,14,Y
70339,2001,10,13,19.7,Y
70339,2001,10,14,18.7,Y
70339,2001,10,15,19.9,Y
70339,2001,10,16,18.5,Y
70339,2001,10,17,19.1,Y
70339,2001,10,18,16.7,Y
70339,2001,10,19,15.5,Y
70339,2001,10,20,17.2,Y
70339,2001,10,21,19.8,Y
70339,2001,10,22,24,Y
70339,2001,10,23,25.8,Y
70339,2001,10,24,22.7,Y
70339,2001,10,25,22,Y
70339,2001,10,26,19.7,Y
70339,2001,10,27,18.8,Y
70339,2001,10,28,21.3,Y
70339,2001,10,29,19.1,Y
70339,2001,10,30,17.3,Y
70339,2001,10,31,16.7,Y
70339,2001,11,1,22.6,Y
70339,2001,11,2,22.4,Y
70339,2001,11,3,20.7,Y
70339,2001,11,4,25.6,Y
70339,2001,11,5,27.7,Y
70339,2001,11,6,25.3,Y
70339,2001,11,7,16.4,Y
70339,2001,11,8,16.9,Y
70339,2001,11,9,20.1,Y
70339,2001,11,10,21.5,Y
70339,2001,11,11,17.7,Y
70339,2001,11,12,14.2,Y
70339,2001,11,13,17.6,Y
70339,2001,11,14,23,Y
70339,2001,11,15,24.2,Y
70339,2001,11,16,24.5,Y
70339,2001,11,17,26.6,Y
70339,2001,11,18,24.8,Y
70339,2001,11,19,15.8,Y
70339,2001,11,20,17.9,Y
70339,2001,11,21,19.9,Y
70339,2001,11,22,23.2,Y
70339,2001,11,23,23.5,Y
70339,2001,11,24,26.6,Y
70339,2001,11,25,25.9,Y
70339,2001,11,26,24.9,Y
70339,2001,11,27,24.6,Y
70339,2001,11,28,24.6,Y
70339,2001,11,29,25.4,Y
70339,2001,11,30,28.2,Y
70339,2001,12,1,25.2,Y
70339,2001,12,2,27.4,Y
70339,2001,12,3,32.2,Y
70339,2001,12,4,24.6,Y
70339,2001,12,5,19.3,Y
70339,2001,12,6,24.5,Y
70339,2001,12,7,26.1,Y
70339,2001,12,8,18.4,Y
70339,2001,12,9,21.8,Y
70339,2001,12,10,21.9,Y
70339,2001,12,11,22.8,Y
70339,2001,12,12,25.4,Y
70339,2001,12,13,28.2,Y
70339,2001,12,14,28.5,Y
70339,2001,12,15,23.9,Y
70339,2001,12,16,28.2,Y
70339,2001,12,17,28.2,Y
70339,2001,12,18,29.8,Y
70339,2001,12,19,30.8,Y
70339,2001,12,20,34.1,Y
70339,2001,12,21,32.9,Y
70339,2001,12,22,27.4,Y
70339,2001,12,23,,
70339,2001,12,24,26.1,N
70339,2001,12,25,23.9,Y
70339,2001,12,26,19.8,Y
70339,2001,12,27,23.1,Y
70339,2001,12,28,26.2,Y
70339,2001,12,29,31.4,Y
70339,2001,12,30,33.2,Y
70339,2001,12,31,30,Y
70339,2002,1,1,25.8,Y
70339,2002,1,2,21.8,Y
70339,2002,1,3,24.1,Y
70339,2002,1,4,27.2,Y
70339,2002,1,5,30.8,Y
70339,2002,1,6,34.4,Y
70339,2002,1,7,28.1,Y
70339,2002,1,8,27.9,Y
70339,2002,1,9,29.3,Y
70339,2002,1,10,31.1,Y
70339,2002,1,11,34.8,Y
70339,2002,1,12,27.4,Y
70339,2002,1,13,26,Y
70339,2002,1,14,28.1,Y
70339,2002,1,15,26.1,Y
70339,2002,1,16,21.6,Y
70339,2002,1,17,26.4,Y
70339,2002,1,18,29.1,Y
70339,2002,1,19,33.2,Y
70339,2002,1,20,34.4,Y
70339,2002,1,21,34.1,Y
70339,2002,1,22,29.4,Y
70339,2002,1,23,29.8,Y
70339,2002,1,24,24.1,Y
70339,2002,1,25,27.1,Y
70339,2002,1,26,29.7,Y
70339,2002,1,27,30.9,Y
70339,2002,1,28,32.5,Y
70339,2002,1,29,26.4,Y
70339,2002,1,30,30.8,Y
70339,2002,1,31,27.2,Y
70339,2002,2,1,27.2,Y
70339,2002,2,2,30.4,Y
70339,2002,2,3,21.9,Y
70339,2002,2,4,16.3,Y
70339,2002,2,5,15.2,Y
70339,2002,2,6,15.5,Y
70339,2002,2,7,25.5,Y
70339,2002,2,8,21.2,Y
70339,2002,2,9,24.5,Y
70339,2002,2,10,16.9,Y
70339,2002,2,11,22.6,Y
70339,2002,2,12,24.7,Y
70339,2002,2,13,26.5,Y
70339,2002,2,14,29.8,Y
70339,2002,2,15,29.8,Y
70339,2002,2,16,29,Y
70339,2002,2,17,26.3,Y
70339,2002,2,18,23.1,Y
70339,2002,2,19,25.3,Y
70339,2002,2,20,29.8,Y
70339,2002,2,21,24.1,Y
70339,2002,2,22,24.9,Y
70339,2002,2,23,24.3,Y
70339,2002,2,24,25.1,Y
70339,2002,2,25,23.7,Y
70339,2002,2,26,28.6,Y
70339,2002,2,27,29,Y
70339,2002,2,28,25.5,Y
70339,2002,3,1,22.5,Y
70339,2002,3,2,24.9,Y
70339,2002,3,3,26,Y
70339,2002,3,4,23.3,Y
70339,2002,3,5,25.5,Y
70339,2002,3,6,26.8,Y
70339,2002,3,7,29.6,Y
70339,2002,3,8,22.3,Y
70339,2002,3,9,21.4,Y
70339,2002,3,10,22.2,Y
70339,2002,3,11,25.4,Y
70339,2002,3,12,29.6,Y
70339,2002,3,13,22.7,Y
70339,2002,3,14,24.5,Y
70339,2002,3,15,26.8,Y
70339,2002,3,16,26.7,Y
70339,2002,3,17,30.4,Y
70339,2002,3,18,32.7,Y
70339,2002,3,19,33.4,Y
70339,2002,3,20,26.6,Y
70339,2002,3,21,24.3,Y
70339,2002,3,22,22.2,Y
70339,2002,3,23,25,Y
70339,2002,3,24,26.1,Y
70339,2002,3,25,28.6,Y
70339,2002,3,26,28.1,Y
70339,2002,3,27,23.2,Y
70339,2002,3,28,22.8,Y
70339,2002,3,29,26,Y
70339,2002,3,30,18.3,Y
70339,2002,3,31,22.4,Y
70339,2002,4,1,23.4,Y
70339,2002,4,2,22.8,Y
70339,2002,4,3,24,Y
70339,2002,4,4,23.2,Y
70339,2002,4,5,21,Y
70339,2002,4,6,23.4,Y
70339,2002,4,7,22.9,Y
70339,2002,4,8,24.4,Y
70339,2002,4,9,26.9,Y
70339,2002,4,10,23.7,Y
70339,2002,4,11,25.7,Y
70339,2002,4,12,27.1,Y
70339,2002,4,13,26.9,Y
70339,2002,4,14,16.2,Y
70339,2002,4,15,19.9,Y
70339,2002,4,16,21.9,Y
70339,2002,4,17,22.4,Y
70339,2002,4,18,21,Y
70339,2002,4,19,,
70339,2002,4,20,,
70339,2002,4,21,,
70339,2002,4,22,,
70339,2002,4,23,23.8,N
70339,2002,4,24,25,Y
70339,2002,4,25,25.4,Y
70339,2002,4,26,22,Y
70339,2002,4,27,17.5,Y
70339,2002,4,28,18.2,Y
70339,2002,4,29,18.4,Y
70339,2002,4,30,19.7,Y
70339,2002,5,1,19.6,Y
70339,2002,5,2,19.7,Y
70339,2002,5,3,20.1,Y
70339,2002,5,4,21.2,Y
70339,2002,5,5,21.1,Y
70339,2002,5,6,21.7,Y
70339,2002,5,7,22.9,Y
70339,2002,5,8,22,Y
70339,2002,5,9,16.3,Y
70339,2002,5,10,21.5,Y
70339,2002,5,11,18.9,Y
70339,2002,5,12,21.1,Y
70339,2002,5,13,11.3,Y
70339,2002,5,14,11.1,Y
70339,2002,5,15,15.1,Y
70339,2002,5,16,15.2,Y
70339,2002,5,17,13.9,Y
70339,2002,5,18,10,Y
70339,2002,5,19,11,Y
70339,2002,5,20,13.6,Y
70339,2002,5,21,14,Y
70339,2002,5,22,15.6,Y
70339,2002,5,23,15.2,Y
70339,2002,5,24,12.9,Y
70339,2002,5,25,13.5,Y
70339,2002,5,26,15.5,Y
70339,2002,5,27,15.1,Y
70339,2002,5,28,13.5,Y
70339,2002,5,29,12.2,Y
70339,2002,5,30,14.6,Y
70339,2002,5,31,13.5,Y
70339,2002,6,1,13.8,Y
70339,2002,6,2,15.4,Y
70339,2002,6,3,16.1,Y
70339,2002,6,4,15.9,Y
70339,2002,6,5,16.5,Y
70339,2002,6,6,17.4,Y
70339,2002,6,7,19,Y
70339,2002,6,8,14.1,Y
70339,2002,6,9,12.2,Y
70339,2002,6,10,13.1,Y
70339,2002,6,11,13.2,Y
70339,2002,6,12,14.1,Y
70339,2002,6,13,10.4,Y
70339,2002,6,14,12.1,Y
70339,2002,6,15,12.8,Y
70339,2002,6,16,14.9,Y
70339,2002,6,17,12.5,Y
70339,2002,6,18,11,Y
70339,2002,6,19,12.8,Y
70339,2002,6,20,12.7,Y
70339,2002,6,21,13.3,Y
70339,2002,6,22,13.6,Y
70339,2002,6,23,13.8,Y
70339,2002,6,24,8.7,Y
70339,2002,6,25,13.2,Y
70339,2002,6,26,13.8,Y
70339,2002,6,27,11.3,Y
70339,2002,6,28,10.2,Y
70339,2002,6,29,11,Y
70339,2002,6,30,11.7,Y
70339,2002,7,1,10.9,Y
70339,2002,7,2,10.1,Y
70339,2002,7,3,12.9,Y
70339,2002,7,4,10.2,Y
70339,2002,7,5,11.6,Y
70339,2002,7,6,9.9,Y
70339,2002,7,7,13.3,Y
70339,2002,7,8,12.6,Y
70339,2002,7,9,14.2,Y
70339,2002,7,10,13.5,Y
70339,2002,7,11,11.3,Y
70339,2002,7,12,13.1,Y
70339,2002,7,13,14.8,Y
70339,2002,7,14,11.9,Y
70339,2002,7,15,13.6,Y
70339,2002,7,16,11.9,Y
70339,2002,7,17,11.4,Y
70339,2002,7,18,12.8,Y
70339,2002,7,19,7.3,Y
70339,2002,7,20,14.7,Y
70339,2002,7,21,12.6,Y
70339,2002,7,22,12,Y
70339,2002,7,23,17,Y
70339,2002,7,24,13.6,Y
70339,2002,7,25,11.4,Y
70339,2002,7,26,16.3,Y
70339,2002,7,27,15.5,Y
70339,2002,7,28,16.8,Y
70339,2002,7,29,11.7,Y
70339,2002,7,30,12.9,Y
70339,2002,7,31,14.1,Y
70339,2002,8,1,16.1,Y
70339,2002,8,2,,
70339,2002,8,3,14.7,N
70339,2002,8,4,15,Y
70339,2002,8,5,13.1,Y
70339,2002,8,6,13.3,Y
70339,2002,8,7,15.8,Y
70339,2002,8,8,16.1,Y
70339,2002,8,9,13.2,Y
70339,2002,8,10,18.8,Y
70339,2002,8,11,20.6,Y
70339,2002,8,12,15.7,Y
70339,2002,8,13,11.9,Y
70339,2002,8,14,11.7,Y
70339,2002,8,15,13.1,Y
70339,2002,8,16,15,Y
70339,2002,8,17,14.9,Y
70339,2002,8,18,14.4,Y
70339,2002,8,19,15.6,Y
70339,2002,8,20,15.9,Y
70339,2002,8,21,15.8,Y
70339,2002,8,22,17.5,Y
70339,2002,8,23,13.6,Y
70339,2002,8,24,13.5,Y
70339,2002,8,25,14.4,Y
70339,2002,8,26,14.7,Y
70339,2002,8,27,15,Y
70339,2002,8,28,16.2,Y
70339,2002,8,29,11.3,Y
70339,2002,8,30,14.3,Y
70339,2002,8,31,17.2,Y
70339,2002,9,1,18.1,Y
70339,2002,9,2,18.4,Y
70339,2002,9,3,16.7,Y
70339,2002,9,4,19.1,Y
70339,2002,9,5,,
70339,2002,9,6,19.9,N
70339,2002,9,7,16.1,Y
70339,2002,9,8,16.3,Y
70339,2002,9,9,15,Y
70339,2002,9,10,13,Y
70339,2002,9,11,14.6,Y
70339,2002,9,12,16.9,Y
70339,2002,9,13,19.1,Y
70339,2002,9,14,21.5,Y
70339,2002,9,15,22.1,Y
70339,2002,9,16,20.4,Y
70339,2002,9,17,12.3,Y
70339,2002,9,18,13.2,Y
70339,2002,9,19,13.4,Y
70339,2002,9,20,16.3,Y
70339,2002,9,21,22,Y
70339,2002,9,22,23.5,Y
70339,2002,9,23,22.8,Y
70339,2002,9,24,23.6,Y
70339,2002,9,25,19.7,Y
70339,2002,9,26,20.6,Y
70339,2002,9,27,18.6,Y
70339,2002,9,28,15,Y
70339,2002,9,29,14.7,Y
70339,2002,9,30,16.1,Y
70339,2002,10,1,20.2,Y
70339,2002,10,2,21.6,Y
70339,2002,10,3,26,Y
70339,2002,10,4,20,Y
70339,2002,10,5,19.2,Y
70339,2002,10,6,21.7,Y
70339,2002,10,7,23.4,Y
70339,2002,10,8,20.8,Y
70339,2002,10,9,14.3,Y
70339,2002,10,10,16.1,Y
70339,2002,10,11,18,Y
70339,2002,10,12,20.5,Y
70339,2002,10,13,21.8,Y
70339,2002,10,14,16.7,Y
70339,2002,10,15,18.3,Y
70339,2002,10,16,25.3,Y
70339,2002,10,17,24.3,Y
70339,2002,10,18,25.5,Y
70339,2002,10,19,23.5,Y
70339,2002,10,20,26.1,Y
70339,2002,10,21,23.5,Y
70339,2002,10,22,21.4,Y
70339,2002,10,23,18.8,Y
70339,2002,10,24,18.4,Y
70339,2002,10,25,22.9,Y
70339,2002,10,26,19.7,Y
70339,2002,10,27,20.6,Y
70339,2002,10,28,21.5,Y
70339,2002,10,29,25.7,Y
70339,2002,10,30,29.5,Y
70339,2002,10,31,27,Y
70339,2002,11,1,27.8,Y
70339,2002,11,2,23.9,Y
70339,2002,11,3,26.8,Y
70339,2002,11,4,17.7,Y
70339,2002,11,5,24.5,Y
70339,2002,11,6,25.1,Y
70339,2002,11,7,29.2,Y
70339,2002,11,8,32.1,Y
70339,2002,11,9,33.1,Y
70339,2002,11,10,33.1,Y
70339,2002,11,11,22.5,Y
70339,2002,11,12,31.4,Y
70339,2002,11,13,27.9,Y
70339,2002,11,14,27.5,Y
70339,2002,11,15,25,Y
70339,2002,11,16,22.3,Y
70339,2002,11,17,28.8,Y
70339,2002,11,18,32.2,Y
70339,2002,11,19,34.6,Y
70339,2002,11,20,31.2,Y
70339,2002,11,21,21.4,Y
70339,2002,11,22,29.2,Y
70339,2002,11,23,30.3,Y
70339,2002,11,24,34.4,Y
70339,2002,11,25,34.5,Y
70339,2002,11,26,28.5,Y
70339,2002,11,27,25.6,Y
70339,2002,11,28,25.1,Y
70339,2002,11,29,25,Y
70339,2002,11,30,20.6,Y
70339,2002,12,1,26.5,Y
70339,2002,12,2,31.1,Y
70339,2002,12,3,33.3,Y
70339,2002,12,4,25.7,Y
70339,2002,12,5,19.7,Y
70339,2002,12,6,16.6,Y
70339,2002,12,7,23.5,Y
70339,2002,12,8,28.1,Y
70339,2002,12,9,24.9,Y
70339,2002,12,10,16.7,Y
70339,2002,12,11,25.6,Y
70339,2002,12,12,29.6,Y
70339,2002,12,13,27.7,Y
70339,2002,12,14,28.9,Y
70339,2002,12,15,33.7,Y
70339,2002,12,16,36.8,Y
70339,2002,12,17,33.4,Y
70339,2002,12,18,29.4,Y
70339,2002,12,19,30.1,Y
70339,2002,12,20,36.6,Y
70339,2002,12,21,36.7,Y
70339,2002,12,22,37.1,Y
70339,2002,12,23,23.4,Y
70339,2002,12,24,26,Y
70339,2002,12,25,27.3,Y
70339,2002,12,26,22.3,Y
70339,2002,12,27,27.5,Y
70339,2002,12,28,27.8,Y
70339,2002,12,29,32.8,Y
70339,2002,12,30,31.5,Y
70339,2002,12,31,29,Y
70339,2003,1,1,22.1,Y
70339,2003,1,2,26.4,Y
70339,2003,1,3,28.9,Y
70339,2003,1,4,29.6,Y
70339,2003,1,5,30.2,Y
70339,2003,1,6,33.6,Y
70339,2003,1,7,35.6,Y
70339,2003,1,8,33.6,Y
70339,2003,1,9,27,Y
70339,2003,1,10,26.6,Y
70339,2003,1,11,24.1,Y
70339,2003,1,12,25.3,Y
70339,2003,1,13,28.3,Y
70339,2003,1,14,28.7,Y
70339,2003,1,15,30,Y
70339,2003,1,16,32.4,Y
70339,2003,1,17,36.4,Y
70339,2003,1,18,36.6,Y
70339,2003,1,19,29.6,Y
70339,2003,1,20,30.8,Y
70339,2003,1,21,36.6,Y
70339,2003,1,22,28.5,Y
70339,2003,1,23,27.3,Y
70339,2003,1,24,29.4,Y
70339,2003,1,25,35.4,Y
70339,2003,1,26,38,Y
70339,2003,1,27,27.6,Y
70339,2003,1,28,26.6,Y
70339,2003,1,29,34.5,Y
70339,2003,1,30,39.7,Y
70339,2003,1,31,29.4,Y
70339,2003,2,1,28.1,Y
70339,2003,2,2,26.6,Y
70339,2003,2,3,28.7,Y
70339,2003,2,4,28.5,Y
70339,2003,2,5,33.2,Y
70339,2003,2,6,33.2,Y
70339,2003,2,7,33.5,Y
70339,2003,2,8,29.4,Y
70339,2003,2,9,30.4,Y
70339,2003,2,10,33,Y
70339,2003,2,11,30.8,Y
70339,2003,2,12,33.3,Y
70339,2003,2,13,31.3,Y
70339,2003,2,14,31.5,Y
70339,2003,2,15,34.3,Y
70339,2003,2,16,26.3,Y
70339,2003,2,17,28.3,Y
70339,2003,2,18,29.2,Y
70339,2003,2,19,28,Y
70339,2003,2,20,24.9,Y
70339,2003,2,21,20.1,Y
70339,2003,2,22,25.2,Y
70339,2003,2,23,25.9,Y
70339,2003,2,24,26,Y
70339,2003,2,25,30,Y
70339,2003,2,26,28.7,Y
70339,2003,2,27,30.6,Y
70339,2003,2,28,27.7,Y
70339,2003,3,1,18.5,Y
70339,2003,3,2,23.5,Y
70339,2003,3,3,24.1,Y
70339,2003,3,4,24.1,Y
70339,2003,3,5,24.5,Y
70339,2003,3,6,25.8,Y
70339,2003,3,7,26,Y
70339,2003,3,8,24.9,Y
70339,2003,3,9,20.6,Y
70339,2003,3,10,19.7,Y
70339,2003,3,11,21,Y
70339,2003,3,12,23.2,Y
70339,2003,3,13,28.2,Y
70339,2003,3,14,27,Y
70339,2003,3,15,26.5,Y
70339,2003,3,16,25.5,Y
70339,2003,3,17,26.8,Y
70339,2003,3,18,27.8,Y
70339,2003,3,19,26.7,Y
70339,2003,3,20,21.3,Y
70339,2003,3,21,20.5,Y
70339,2003,3,22,21.3,Y
70339,2003,3,23,21.1,Y
70339,2003,3,24,22.8,Y
70339,2003,3,25,24.9,Y
70339,2003,3,26,26.9,Y
70339,2003,3,27,26.1,Y
70339,2003,3,28,24.7,Y
70339,2003,3,29,22.8,Y
70339,2003,3,30,21.5,Y
70339,2003,3,31,23.1,Y
70339,2003,4,1,24.3,Y
70339,2003,4,2,18.4,Y
70339,2003,4,3,20.3,Y
70339,2003,4,4,18,Y
70339,2003,4,5,19.4,Y
70339,2003,4,6,20.5,Y
70339,2003,4,7,22.3,Y
70339,2003,4,8,22.1,Y
70339,2003,4,9,18.9,Y
70339,2003,4,10,19.9,Y
70339,2003,4,11,21.1,Y
70339,2003,4,12,24.4,Y
70339,2003,4,13,19.9,Y
70339,2003,4,14,20.2,Y
70339,2003,4,15,20.4,Y
70339,2003,4,16,16.6,Y
70339,2003,4,17,17,Y
70339,2003,4,18,19.9,Y
70339,2003,4,19,19.4,Y
70339,2003,4,20,20.1,Y
70339,2003,4,21,21.6,Y
70339,2003,4,22,20.8,Y
70339,2003,4,23,22,Y
70339,2003,4,24,21.3,Y
70339,2003,4,25,15.3,Y
70339,2003,4,26,18.3,Y
70339,2003,4,27,17.7,Y
70339,2003,4,28,21.8,Y
70339,2003,4,29,21.3,Y
70339,2003,4,30,19.3,Y
70339,2003,5,1,19.4,Y
70339,2003,5,2,18.6,Y
70339,2003,5,3,20.2,Y
70339,2003,5,4,14.2,Y
70339,2003,5,5,19.1,Y
70339,2003,5,6,22.8,Y
70339,2003,5,7,22.3,Y
70339,2003,5,8,20.1,Y
70339,2003,5,9,19.6,Y
70339,2003,5,10,16.5,Y
70339,2003,5,11,16.9,Y
70339,2003,5,12,15.8,Y
70339,2003,5,13,16.4,Y
70339,2003,5,14,16.7,Y
70339,2003,5,15,17.3,Y
70339,2003,5,16,17,Y
70339,2003,5,17,19.4,Y
70339,2003,5,18,17.8,Y
70339,2003,5,19,19.9,Y
70339,2003,5,20,13.7,Y
70339,2003,5,21,15.7,Y
70339,2003,5,22,15.3,Y
70339,2003,5,23,16.3,Y
70339,2003,5,24,14.5,Y
70339,2003,5,25,15.7,Y
70339,2003,5,26,15.2,Y
70339,2003,5,27,13.8,Y
70339,2003,5,28,14.8,Y
70339,2003,5,29,16.8,Y
70339,2003,5,30,15.2,Y
70339,2003,5,31,17.6,Y
70339,2003,6,1,16.3,Y
70339,2003,6,2,14.1,Y
70339,2003,6,3,16.9,Y
70339,2003,6,4,17,Y
70339,2003,6,5,12.6,Y
70339,2003,6,6,14.1,Y
70339,2003,6,7,11.5,Y
70339,2003,6,8,13.6,Y
70339,2003,6,9,13.6,Y
70339,2003,6,10,15.3,Y
70339,2003,6,11,15.4,Y
70339,2003,6,12,16.4,Y
70339,2003,6,13,11.5,Y
70339,2003,6,14,10.2,Y
70339,2003,6,15,12.6,Y
70339,2003,6,16,14.7,Y
70339,2003,6,17,15.6,Y
70339,2003,6,18,10.8,Y
70339,2003,6,19,8.9,Y
70339,2003,6,20,12.4,Y
70339,2003,6,21,10.6,Y
70339,2003,6,22,9.6,Y
70339,2003,6,23,10.7,Y
70339,2003,6,24,10.9,Y
70339,2003,6,25,11.7,Y
70339,2003,6,26,13.9,Y
70339,2003,6,27,12.5,Y
70339,2003,6,28,14.8,Y
70339,2003,6,29,13.4,Y
70339,2003,6,30,12.9,Y
70339,2003,7,1,11,Y
70339,2003,7,2,11.8,Y
70339,2003,7,3,12,Y
70339,2003,7,4,11.8,Y
70339,2003,7,5,10.2,Y
70339,2003,7,6,14.4,Y
70339,2003,7,7,13.6,Y
70339,2003,7,8,13.6,Y
70339,2003,7,9,14.4,Y
70339,2003,7,10,12,Y
70339,2003,7,11,14.4,Y
70339,2003,7,12,12.6,Y
70339,2003,7,13,13.4,Y
70339,2003,7,14,10.8,Y
70339,2003,7,15,14.6,Y
70339,2003,7,16,16.2,Y
70339,2003,7,17,13.5,Y
70339,2003,7,18,13.4,Y
70339,2003,7,19,12.3,Y
70339,2003,7,20,11.1,Y
70339,2003,7,21,14,Y
70339,2003,7,22,16.1,Y
70339,2003,7,23,16.6,Y
70339,2003,7,24,10.4,Y
70339,2003,7,25,9.7,Y
70339,2003,7,26,11.6,Y
70339,2003,7,27,9.4,Y
70339,2003,7,28,10.5,Y
70339,2003,7,29,9.1,Y
70339,2003,7,30,10.6,Y
70339,2003,7,31,11.9,Y
70339,2003,8,1,12.3,Y
70339,2003,8,2,11.7,Y
70339,2003,8,3,13.7,Y
70339,2003,8,4,15.7,Y
70339,2003,8,5,15.8,Y
70339,2003,8,6,12.9,Y
70339,2003,8,7,15.1,Y
70339,2003,8,8,14.1,Y
70339,2003,8,9,10.7,Y
70339,2003,8,10,12.6,Y
70339,2003,8,11,7.8,Y
70339,2003,8,12,13.9,Y
70339,2003,8,13,15.6,Y
70339,2003,8,14,14.7,Y
70339,2003,8,15,12.4,Y
70339,2003,8,16,13.6,Y
70339,2003,8,17,13.9,Y
70339,2003,8,18,13.9,Y
70339,2003,8,19,11.3,Y
70339,2003,8,20,12.9,Y
70339,2003,8,21,11.8,Y
70339,2003,8,22,11.3,Y
70339,2003,8,23,13.9,Y
70339,2003,8,24,12.9,Y
70339,2003,8,25,13.1,Y
70339,2003,8,26,12.3,Y
70339,2003,8,27,13.5,Y
70339,2003,8,28,14.6,Y
70339,2003,8,29,15.5,Y
70339,2003,8,30,14.9,Y
70339,2003,8,31,13.2,Y
70339,2003,9,1,12.7,Y
70339,2003,9,2,15.9,Y
70339,2003,9,3,16.9,Y
70339,2003,9,4,18.9,Y
70339,2003,9,5,17.9,Y
70339,2003,9,6,15.2,Y
70339,2003,9,7,16.9,Y
70339,2003,9,8,15.4,Y
70339,2003,9,9,13.8,Y
70339,2003,9,10,19.5,Y
70339,2003,9,11,18.7,Y
70339,2003,9,12,20.1,Y
70339,2003,9,13,14.9,Y
70339,2003,9,14,11.8,Y
70339,2003,9,15,11.7,Y
70339,2003,9,16,11.8,Y
70339,2003,9,17,15.2,Y
70339,2003,9,18,16.8,Y
70339,2003,9,19,19.6,Y
70339,2003,9,20,17.6,Y
70339,2003,9,21,23.1,Y
70339,2003,9,22,25.9,Y
70339,2003,9,23,21.5,Y
70339,2003,9,24,16.3,Y
70339,2003,9,25,20.6,Y
70339,2003,9,26,17.1,Y
70339,2003,9,27,12.1,Y
70339,2003,9,28,14.1,Y
70339,2003,9,29,15.3,Y
70339,2003,9,30,16.8,Y
70339,2003,10,1,13.3,Y
70339,2003,10,2,17.5,Y
70339,2003,10,3,15.2,Y
70339,2003,10,4,16.3,Y
70339,2003,10,5,16.4,Y
70339,2003,10,6,16.5,Y
70339,2003,10,7,19.3,Y
70339,2003,10,8,17,Y
70339,2003,10,9,15.7,Y
70339,2003,10,10,13.5,Y
70339,2003,10,11,13,Y
70339,2003,10,12,16.3,Y
70339,2003,10,13,17.9,Y
70339,2003,10,14,19.7,Y
70339,2003,10,15,20.2,Y
70339,2003,10,16,21.5,Y
70339,2003,10,17,21.3,Y
70339,2003,10,18,24.5,Y
70339,2003,10,19,22.6,Y
70339,2003,10,20,19.4,Y
70339,2003,10,21,21.9,Y
70339,2003,10,22,17.2,Y
70339,2003,10,23,18.3,Y
70339,2003,10,24,21.3,Y
70339,2003,10,25,20.9,Y
70339,2003,10,26,17.4,Y
70339,2003,10,27,17.8,Y
70339,2003,10,28,18.3,Y
70339,2003,10,29,13.3,Y
70339,2003,10,30,16.3,Y
70339,2003,10,31,14.5,Y
70339,2003,11,1,15.6,Y
70339,2003,11,2,15.9,Y
70339,2003,11,3,19.8,Y
70339,2003,11,4,22.8,Y
70339,2003,11,5,26.4,Y
70339,2003,11,6,22.9,Y
70339,2003,11,7,25.2,Y
70339,2003,11,8,26,Y
70339,2003,11,9,27.7,Y
70339,2003,11,10,28.3,Y
70339,2003,11,11,28.8,Y
70339,2003,11,12,27.1,Y
70339,2003,11,13,23.6,Y
70339,2003,11,14,30.1,Y
70339,2003,11,15,32.5,Y
70339,2003,11,16,31.8,Y
70339,2003,11,17,17.4,Y
70339,2003,11,18,24,Y
70339,2003,11,19,33.3,Y
70339,2003,11,20,28.3,Y
70339,2003,11,21,25.5,Y
70339,2003,11,22,16.4,Y
70339,2003,11,23,14.6,Y
70339,2003,11,24,19.3,Y
70339,2003,11,25,19.9,Y
70339,2003,11,26,21.5,Y
70339,2003,11,27,22.9,Y
70339,2003,11,28,26,Y
70339,2003,11,29,28.4,Y
70339,2003,11,30,28.5,Y
70339,2003,12,1,21.3,Y
70339,2003,12,2,22,Y
70339,2003,12,3,19.8,Y
70339,2003,12,4,27.9,Y
70339,2003,12,5,22.3,Y
70339,2003,12,6,19.3,Y
70339,2003,12,7,23.3,Y
70339,2003,12,8,29.5,Y
70339,2003,12,9,29.9,Y
70339,2003,12,10,31.9,Y
70339,2003,12,11,29,Y
70339,2003,12,12,25.3,Y
70339,2003,12,13,24.7,Y
70339,2003,12,14,26.5,Y
70339,2003,12,15,28.7,Y
70339,2003,12,16,30.5,Y
70339,2003,12,17,32.3,Y
70339,2003,12,18,30.8,Y
70339,2003,12,19,31.7,Y
